NMF,LC,NAD, NUC, NMS, NMD, Entropy ,MLMF,CFC,NCC,NMC,Tag
2,2,0,36,1,2,0.811278124,457,1,3,0,NoArch
2,14,0,2,1,2,0.371232327,412,1,83,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,12,0,2,1,2,0.41381685,573,1,118,1,NoArch
9,71,0,3,1,5,2.374449339,1715,20,459,6,NoArch
6,150,2,8,1,3,1.738281676,342,15,632,7,NoArch
2,8,0,54,1,2,0.970950594,854,1,68,1,NoArch
3,100,1,9,1,3,1.162073433,515,5,573,4,NoArch
2,2,0,8,1,1,1,296,2,36,2,NoArch
2,1,0,4,1,2,0.918295834,364,0,4,0,NoArch
1,1,0,4,1,1,0,363,0,27,0,NoArch
6,209,1,57,1,4,2.254551006,1750,31,1146,7,NoArch
3,18,0,53,1,3,1.502220254,674,3,61,3,NoArch
2,55,1,2,1,2,0.779349837,114,2,289,2,NoArch
4,37,0,23,1,1,1.25704865,1267,10,187,10,NoArch
3,208,2,20,1,2,1.035360097,102,11,947,8,Arch
2,18,0,16,1,2,0.764204507,1437,3,110,1,NoArch
3,378,2,21,1,2,0.996671657,103,32,2176,13,NoArch
10,509,4,11,1,8,2.986944419,503,43,2281,29,Arch
2,13,0,33,1,2,0.981940787,701,2,40,0,NoArch
3,148,2,2,1,2,1.087623966,44,9,584,4,NoArch
12,97,0,54,1,7,3.093478905,1886,17,655,17,NoArch
4,340,2,4,1,3,0.964750357,266,59,2015,39,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,17,1,16,1,1,1.252482532,422,5,10,3,NoArch
2,69,0,4,1,2,0.927338928,921,8,733,2,NoArch
14,1134,12,2,1,3,3.626321454,250,56,4547,42,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,6,0,2,1,1,1,331,2,30,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
14,210,2,56,1,8,3.362319914,4228,34,1252,18,NoArch
5,53,0,5,1,1,1.34285416,852,11,260,2,NoArch
2,164,0,4,1,2,0.98700443,810,15,896,8,NoArch
1,2,0,17,1,1,0,142,2,42,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,13,0,67,1,2,0.89049164,2352,3,110,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,32,0,9,1,2,1,570,8,424,0,NoArch
9,2,0,9,1,1,2.221007122,840,3,176,4,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,377,0,6,1,2,0.55870446,2057,70,2218,54,NoArch
2,59,0,10,1,2,0.747394446,134,10,374,6,Arch
5,408,0,7,1,2,0.578869404,2583,83,2851,37,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,628,2,22,1,2,1.353034008,261,57,3586,23,NoArch
6,1490,3,68,1,3,1.001165149,2683,135,6306,119,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
15,1547,7,57,1,5,3.338131157,3938,270,8332,160,Arch
2,3,0,2,1,1,0.322756959,175,1,25,0,NoArch
5,5,0,59,1,3,2.214152221,2204,1,11,1,NoArch
5,343,4,23,1,2,2.031136782,105,22,1759,12,NoArch
3,17,0,60,1,2,1.441166544,1403,2,133,2,Arch
2,3,0,2,1,2,0.985228136,167,0,21,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
7,139,1,69,1,5,2.54921066,3632,11,732,7,NoArch
3,3,0,11,1,1,1.584962501,275,0,0,0,NoArch
1,2,0,70,1,1,0,1449,1,10,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,6,0,13,1,1,0,555,1,21,0,NoArch
1,63,0,14,1,1,0,561,10,271,3,NoArch
7,141,0,61,1,7,2.096629821,3337,16,785,16,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,4,0,10,1,2,1,602,0,0,0,NoArch
1,15,0,15,1,1,0,624,1,16,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,1872,0,11,1,3,0.775191447,1683,202,9745,194,NoArch
1,0,0,3,1,1,0,60,0,0,0,NoArch
3,132,2,24,1,2,0.954042522,107,14,554,7,NoArch
3,32,0,6,1,3,1.08622182,593,6,185,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
17,626,7,71,1,4,3.562157613,4193,58,2650,30,Arch
23,271,0,62,1,8,3.998639397,4492,32,1479,21,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,6,0,10,1,2,0.74248757,2754,1,33,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,0,0,5,1,1,0,184,0,0,0,NoArch
7,902,6,5,1,2,2.483065282,88,73,3922,49,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,99,0,76,1,2,0.721928095,2407,35,547,6,NoArch
1,0,0,2,1,1,0,218,0,4,0,NoArch
2,18,0,52,1,2,0.439496987,1364,4,150,1,NoArch
2,6,0,64,1,2,0.99107606,1134,5,54,0,NoArch
3,18,0,65,1,3,1.44064545,1523,7,210,1,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,51,0,77,1,2,0.30642473,2506,6,446,5,NoArch
1,2,0,66,1,1,0,1040,0,15,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,46,0,58,1,3,1.109534908,1060,4,329,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
6,212,2,69,1,2,2.15259304,2791,20,923,13,Arch
6,212,2,70,1,2,2.15259304,3003,20,923,13,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,6,0,18,1,2,1.040852083,810,0,53,0,NoArch
1,0,0,78,1,1,0,1544,0,1,0,NoArch
4,399,1,8,1,3,0.880642852,1836,86,2344,37,NoArch
2,35,1,25,1,2,0.187176257,478,2,127,1,NoArch
2,103,0,5,1,2,0.748293286,880,8,665,6,Arch
3,94,0,9,1,3,0.508729019,1928,27,581,6,NoArch
11,637,10,19,1,3,3.272866961,588,50,1975,30,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,17,0,64,1,2,0.322756959,1745,3,128,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,11,0,79,1,2,0.981940787,2557,1,54,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,87,0,26,1,3,1.181532551,960,16,476,5,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,68,0,65,1,2,1.385907251,1959,12,338,4,NoArch
1,18,0,2,1,1,0,20,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,2,0,69,1,2,0.954434003,1444,0,20,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,2,0,69,1,2,0.954434003,1446,0,20,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,63,0,4,1,2,0.417864262,559,1,498,1,NoArch
2,37,0,70,1,2,0.179256067,1448,2,342,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,17,0,14,1,2,0.983939395,329,3,111,3,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
22,1771,0,12,1,6,2.039779618,8521,167,7065,78,NoArch
2,104,1,66,1,2,0.278171008,729,5,582,4,NoArch
4,16,0,12,1,4,1.712887622,923,3,95,0,NoArch
3,192,0,27,1,3,1.448394189,684,15,1077,8,NoArch
6,75,0,71,1,4,1.98988298,2802,5,474,4,NoArch
13,384,2,59,1,7,2.865565594,2430,61,2466,46,Arch
2,103,1,25,1,2,0.996363935,178,17,483,4,Arch
11,420,1,10,1,4,2.893098107,1134,37,2229,5,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,3,0,10,1,1,0,262,0,18,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,9,0,12,1,1,0,74,2,40,2,NoArch
1,17,0,8,1,1,0,155,1,112,1,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,4,0,8,1,1,0,187,4,51,1,NoArch
3,12,0,60,1,3,1.493469276,1321,2,82,1,NoArch
2,31,0,2,1,2,0.619382195,188,3,186,2,NoArch
23,4138,23,10,1,2,4.207378222,4138,382,20842,168,Arch
2,97,1,18,1,2,0.14257333,375,3,601,2,NoArch
4,502,2,25,1,3,1.024934575,483,63,3053,25,Arch
15,454,2,80,1,11,2.812294511,6150,73,2550,23,NoArch
3,100,0,11,1,3,0.381580488,2277,29,654,5,NoArch
2,94,1,16,1,2,0.550984443,639,8,322,2,Arch
2,70,0,67,1,2,0.821812731,833,4,371,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,68,0,2,1,3,2,519,0,0,0,NoArch
2,86,0,14,1,2,1,644,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,275,1,61,1,5,1.392842022,1909,17,1542,10,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,25,0,72,1,2,0.884963636,1508,0,146,1,NoArch
2,148,1,4,1,2,0.464810709,60,11,829,10,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,21,0,81,1,2,0.998363673,1647,3,143,3,NoArch
1,52,0,2,1,1,0,205,1,495,1,NoArch
5,655,1,73,1,3,1.065416408,2205,90,4001,52,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,2,0,82,1,1,0,1590,0,13,0,NoArch
2,43,0,83,1,2,0.997059057,1666,6,282,5,NoArch
13,2158,7,84,1,6,2.992199706,4511,281,13228,138,Arch
2,103,1,34,1,2,0.711180663,468,9,614,6,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,74,0,31,1,4,1.344852003,2017,1,29,0,NoArch
1,0,0,4,1,1,0,608,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,488,2,2,1,3,1.5302269,218,56,2790,44,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,418,1,75,1,3,0.826249921,2605,42,2279,32,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
10,180,0,3,1,6,3.321928095,2753,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,11,0,76,1,2,0.721928095,1300,1,153,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
6,18,0,85,1,2,2.031729149,2295,1,18,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
6,18,0,84,1,2,2.031729149,2313,1,18,1,NoArch
6,18,0,85,1,2,2.031729149,2295,1,18,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
10,151,0,17,2,6,3.310856643,1547,0,0,0,NoArch
4,64,0,18,1,2,2,898,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,12,0,77,1,2,0.918295834,1631,1,94,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,13,0,26,1,1,0,109,3,88,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,33,1,6,1,2,0.854180205,364,0,59,0,Arch
1,0,0,78,1,1,0,1145,0,5,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,15,0,5,1,1,0,366,1,91,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,22,0,86,1,2,0.881290899,1742,3,185,3,NoArch
2,2,0,79,1,2,0.918295834,1641,0,23,0,NoArch
2,89,1,20,1,2,0.670856159,627,11,386,3,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,37,1,71,1,2,0.764204507,903,2,237,1,Arch
1,0,0,20,1,1,0,378,0,2,0,NoArch
1,2,0,72,1,1,0,905,0,22,0,Arch
2,153,0,62,1,2,0.945191769,1063,18,867,10,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,18,0,2,1,1,0,35,0,0,0,NoArch
3,38,0,87,1,2,1.156676652,2249,6,282,2,NoArch
2,12,0,17,1,2,1,808,0,0,0,NoArch
2,6,0,18,1,2,1,820,0,42,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
318,0,0,88,2,60,7.256039695,73665,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,18,0,19,1,2,0.930586129,765,3,122,1,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,2,0,3,1,1,0,153,0,16,0,NoArch
9,1543,3,64,1,5,1.950148742,1749,250,8598,143,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
15,423,0,65,1,8,3.227672571,4881,48,2142,19,Arch
2,109,0,66,1,2,0.907942863,1406,7,855,4,NoArch
2,78,0,81,1,2,0.946422051,1383,11,545,7,NoArch
1,0,0,82,1,1,0,1165,0,2,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,1,0,4,1,1,0,236,0,2,0,NoArch
13,1250,12,7,1,4,3.328008232,31,74,4392,55,NoArch
6,195,1,20,1,4,2.100465504,2671,13,1106,13,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,15,0,44,1,2,0.708835673,413,1,124,0,NoArch
2,38,0,2,1,2,0.453716339,431,3,276,3,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,6,0,67,1,1,0,996,1,21,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,25,0,22,1,2,0.950956048,831,4,153,2,NoArch
2,1,0,68,1,2,0.863120569,1744,0,7,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,6,0,21,1,3,1.465536041,1263,0,104,0,NoArch
2,34,0,3,1,1,1,325,0,0,0,NoArch
4,16,0,69,1,4,0.998952569,2403,3,107,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,67,0,83,1,2,0.825626526,1660,4,603,1,NoArch
2,20,0,89,1,2,0.439496987,2349,1,201,1,NoArch
2,11,0,5,1,2,0.958711883,1134,2,36,0,NoArch
4,111,1,23,1,4,1.262668528,1068,8,515,8,NoArch
3,95,1,39,1,2,1.451083153,693,9,430,8,NoArch
1,8,0,18,1,1,0,180,2,47,0,NoArch
2,122,0,84,1,2,0.822725596,1727,4,1208,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,7,0,7,1,1,0,352,0,47,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,2,0,8,1,1,0,359,1,13,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,9,0,15,1,1,0,93,1,18,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,24,1,5,1,3,1.105612401,2753,3,209,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,17,0,2,1,1,0,19,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,11,0,76,1,2,0.721928095,1303,9,1070,9,NoArch
3,343,2,20,1,3,1.465314378,627,63,2321,10,Arch
3,343,2,19,1,3,1.465314378,970,63,2321,10,Arch
15,448,2,85,2,9,2.640519997,3635,173,6860,76,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,331,2,77,1,5,1.686085404,2599,23,1586,19,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,13,0,26,1,1,0,109,3,88,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,33,1,6,1,2,0.854180205,364,0,59,0,Arch
2,33,1,3,1,2,0.854180205,397,0,59,0,Arch
2,33,1,6,1,2,0.854180205,364,0,59,0,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,0,0,78,1,1,0,1148,0,5,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,15,0,5,1,1,0,366,1,91,0,NoArch
1,15,0,4,1,1,0,351,1,91,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,22,0,86,1,2,0.881290899,1742,19,892,14,NoArch
2,2,0,79,1,2,0.918295834,1641,0,23,0,NoArch
2,89,1,20,1,2,0.670856159,627,11,386,3,NoArch
3,334,2,21,1,3,1.449527081,641,60,2274,10,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,1,0,22,1,1,0,641,0,2,0,NoArch
1,1,0,23,1,1,0,640,0,0,0,NoArch
1,5,0,2,1,1,0,229,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,2,0,2,1,1,0,105,0,27,0,NoArch
1,0,0,3,1,1,0,224,0,0,0,NoArch
2,331,2,0,1,2,0.907894446,331,60,2303,10,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,37,1,71,1,2,0.764204507,903,2,237,1,Arch
1,0,0,20,1,1,0,378,0,2,0,NoArch
1,2,0,72,1,1,0,905,0,22,0,Arch
2,153,0,62,1,2,0.945191769,1063,204,5259,66,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,18,0,2,1,1,0,35,2,205,1,NoArch
7,125,3,70,1,7,2.21548273,2550,40,1219,1,Arch
1,19,0,4,1,1,0,224,0,0,0,NoArch
1,10,0,5,1,1,0,243,3,67,0,NoArch
10,116,3,87,1,9,2.521166669,4953,149,3388,59,Arch
2,12,0,19,1,2,1,808,120,4052,78,NoArch
2,6,0,20,1,2,1,820,0,42,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
318,0,0,88,2,60,7.256039695,73665,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,18,0,19,1,2,0.930586129,765,9,380,6,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,2,0,3,1,1,0,153,48,1134,5,NoArch
9,1543,3,64,1,5,1.950148742,1749,514,16226,245,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
327,1938,7,85,2,64,6.887239725,75914,293,10654,163,Arch
2,22,0,86,1,2,0.881290899,1742,19,892,14,NoArch
2,2,0,79,1,2,0.918295834,1641,0,23,0,NoArch
1,0,0,20,1,1,0,378,0,2,0,NoArch
1,2,0,72,1,1,0,905,0,22,0,Arch
2,153,0,62,1,2,0.945191769,1063,204,5259,66,NoArch
1,18,0,2,1,1,0,35,2,205,1,NoArch
3,38,0,87,1,2,1.156676652,2249,6,282,2,NoArch
2,12,0,17,1,2,1,808,120,4052,78,NoArch
2,18,0,19,1,2,0.930586129,765,9,380,6,Arch
1,2,0,3,1,1,0,153,48,1134,5,NoArch
9,1543,3,64,1,5,1.950148742,1749,514,16226,245,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
15,423,0,65,1,8,3.227672571,4881,199,6732,88,Arch
15,423,0,64,1,8,3.227672571,5304,48,2142,19,Arch
15,423,0,65,1,8,3.227672571,4881,199,6732,88,Arch
1,1,0,4,1,1,0,236,0,2,0,NoArch
331,1889,8,86,2,65,6.831651852,76907,264,9830,166,Arch
331,1889,8,88,2,65,6.831651852,75018,380,12474,204,Arch
2,109,0,66,1,2,0.907942863,1406,43,3800,26,NoArch
1,1,0,3,1,1,0,237,0,2,0,NoArch
14,1251,12,7,1,5,3.344335048,267,74,4423,55,NoArch
6,195,1,22,1,4,2.100465504,2671,165,8116,100,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,78,0,81,1,2,0.946422051,1383,25,2155,18,NoArch
1,0,0,82,1,1,0,1165,0,2,0,NoArch
1,0,0,83,1,1,0,1165,0,2,0,NoArch
